ID,Name,Test Case Description,Pre-Action,Test Steps.Action,Post-Action
29,VHIL_H100_VehFunc_BrakeLamp_SC_BAT_Rear_FrontTest,Observe the behaviour when Rear is short circuited to Bat and rear brake is changed with faults,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Press Brake [HIL_Mdl_Cons_Rear_Brake]
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: check if 1st gear and 10kmph
1.3. Brake lamp should ON
2.simulate short circuit to Battery [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Hazard lamps should be ON with Hazard TellTale ON
3.Perform Open Circuit Fault [HIL_Mdl_Cons_Rear_Brake]
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 3.2. Cluster should display: 1st gear and 10kmph
 3.3. Hazard lamps should be ON with Hazard TellTale ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
30,VHIL_H100_VehFunc_BrakeLamp_OC_Rear_FrontTest,Observe the behaviour when Rear is Open Circuited and rear brake is changed with faults,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Press Brake [ [HIL_Mdl_Cons_Rear_Brake]
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x1 (Brake actuated)
1.2. Cluster should display: check if 1st gear and 10kmph
1.3. Brake lamp should ON
2.Simulate  open circuit fault
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Hazard lamps should be ON with Hazard TellTale ON
3.Perform short circuit to Battery [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Hazard lamps should be ON with Hazard TellTale ON
3.Perform Open Circuit Fault [HIL_Mdl_Cons_Rear_Brake]
 2.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x3 (Signal invalid)
 2.2. Cluster should display: 1st gear and 10kmph
 2.3. Hazard lamps should be ON with Hazard TellTale ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
31,VHIL_H100_VehFunc_BrakeLamp_FrontPressed_SC_GND_Running,Observe the behaviour when front brake pressed state and short circuit to ground front brake ,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed, HIL_Mdl_GPS = 1 [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1] and HIL_Mdl_Cons_APS= 6% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 10kmph
1.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x1 (Brake actuated)
1.2. Cluster should display: heck if Neutral gear and 0kmph
1.3. Brake lamp should ON
2. Perform short circuit to Ground [HIL_Mdl_Cons_Front_Brake]
 2.1. Check if FRONT_BRAKE_SWITCH_STATUS(0x120) = 0x3 (Signal invalid)
 2.2. Cluster should display: Neutral gear and 0kmph
 2.3. Brake lamp should be ON","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
32,VHIL_H100_VehFunc_BrakeHazardESS_OFF_AllNotPressed_IgnitionOFF,"Observe the behaviour of brake lamp, hazard lamp OFF and ESS signal is OFF when front brake, rear brake and hazard not pressed at ignition OFF state","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
2.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
3.Simulate HIL_Mdl_Hazard_SW = 0; Not Pressed
4.Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
 4.1. Cluster and ABS system will go OFF
 4.2. Brake lamp & Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
33,VHIL_H100_VehFunc_BrakeHazard_Comb_RearPressed_HazardPressed_FrontNotPressed,"Behaviour of  ESS signal is OFF when front brake not pressed state, rear brake pressed state and hazard pressed state","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
1.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
1.2. Cluster should display :Neutral gear and 0kmph
1.3. Brake lamp should be OFF
1.4. ABS should publish BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x0(ESS OFF)
2.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
3.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 3.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 3.3. Clsuster should display: Neutral gear and 0kmph
 3.4. Brake lamp & Hazard lamp should ON
 3.5. ABS should publish BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x0(ESS OFF)
4.Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
 4.1. Cluster and ABS system will go OFF
 4.2. .Brake lamp should be OFF and Hazard lamp should ON for duration untill vehicle stops","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
34,VHIL_H100_VehFunc_BrakeHazard_Comb_RearNotPressed_HazardPressed_IgnCycle,"combinational behaviour of brake lamp and hazard lamp when front brake not pressed state, rear brake not pressed state and hazard pressed state to not pressed state with ignition cycle","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
2.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
3.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 3.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 3.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 3.3. Cluster should display: Neutral gear and 0kmph
 3.4. Brake lamp should be OFF and Hazard lamp should ON
4.Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
 4.1. Cluster system will go OFF
 4.2. Brake lamp  and Hazard lamp should be OFF
5.Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 5.2. BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 5.3. Neutral gear and 0kmph
 5.4. Brake lamp should be OFF and Hazard lamp should ON
6.Simulate HIL_Mdl_Hazard_SW = 0; Not Pressed 
 6.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 6.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS = 0x2 (Brake not actuated)
 6.3. Cluster should display: Neutral gear and 0kmph
 6.4. Brake lamp  and Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
35,VHIL_H100_VehFunc_BrakeHazardESS_Comb_AllPressed_Running,"combinational behaviour of brake lamp, hazard lamp and ESS signal is OFF when front brake pressed state, rear brake pressed state and hazard pressed state at vehicle running condition","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS=1%  to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
4.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
5.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 5.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 5.3. Cluster should display: 1st gear and 6kmph
 5.4. Brake lamp Hazard lamp should ON
 5.5. ABS should publish: BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x0(ESS OFF)
6.Simulate HIL_Mdl_Cons_APS= 14% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 16kmph
 6.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 6.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 6.3. Cluster should display: 1st gear and 16kmph and then reducing in sometime
 6.4. Brake lamp should ON and Hazard lamp should be OFF
 6.5. ABS should publish: BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x0(ESS OFF)","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
36,VHIL_H100_VehFunc_BrakeHazardESS_Comb_AllPressed_ESS_ON_Running,"To verify Hazard lamp and Brake lamp behaviour, when Hazard is pressed below 10kmph speed","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1. Simulate HIL_Mdl_GPS = 2nd gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x4]
2.Simulate HIL_Mdl_Cons_APS= 1% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
4.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
5.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 5.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 5.3. Cluster should display: 2nd gear and 6kmph
 5.4. Brake lamp should be OFF and Hazard lamp should ON
6.Simulate HIL_Mdl_Cons_APS=3%  to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 8kmph
 6.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 6.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 6.3. Cluster should display: 2nd gear and 8kmph 
 6.4. Brake lamp should be OFF and Hazard lamp should ON
7.Simulate HIL_Mdl_Hazard_SW = 0; Not Pressed
8.Simulate HIL_Mdl_Cons_APS= 8% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 16kmph
 8.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 8.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 8.3. Cluster should display: 2nd gear and 16kmph
 8.4. Brake lamp and Hazard lamp  should be OFF ","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
37,VHIL_H100_VehFunc_BrakeHazardESS_BrakeNotPressed_HazardPressed_ESS_ON_Running,"To verfiy, Brake lamp operation when panic braking executed ,ESS signal is ON & front and rear Brake pressed condition","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 4th gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x8]
2.Simulate HIL_Mdl_Cons_APS= 65% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 80kmph
3.Perform hard braking = 80% for front wheel [MATLAB variable has to be created]
4.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
5.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
 5.1. BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x1(ESS ON)
 5.2. .Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x1 (Brake actuated)
 5.3. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 5.4. Cluster should display: 4th gear and 80kmph and then reducing in sometime
 5.5, Brake lamp should blink 4+/-1 hz with 50% duty cycle","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
38,VHIL_H100_VehFunc_BrakeLamp_SuddenDecel_HazardSwitch,"To verfiy, Brake lamp operation when panic braking executed ,ESS signal is ON  when front hard braking is done","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 4th gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x8]
2.Simulate HIL_Mdl_Cons_APS= 65% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 80kmph
3. Perform hard braking = 80% for front wheel [MATLAB variable has to be created]
 3.1. ABS should publish BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x1(ESS ON)
 3.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x1 (Brake not actuated)
 3.3. Cluster should display: 4th gear and 80kmph
 3.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
39,VHIL_H100_VehFunc_BrakeLamp_SuddenDeceleration,"combinational behaviour of brake lamp, hazard lamp and ESS signal is ON when front brake pressed state, rear brake pressed state and hazard pressed state at vehicle running condition","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS=1%  to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Perform hard braking = 80% for rear wheel [MATLAB variable has to be created]
4.Simulate HIL_Mdl_Cons_Front_Brake = 1; Pressed
5.Simulate HIL_Mdl_Cons_Rear_Brake = 1; Pressed
6.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 6.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 6.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 6.3. Cluster should display: 1st gear and 6kmph
 6.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle and Hazard lamp should ON
 6.5. ABS should publish: BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x1(ESS ON)
7.Simulate HIL_Mdl_Cons_APS= 14% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 16kmph
 7.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x1 (Brake actuated)
 7.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 7.3. Cluster should display: 1st gear and 16kmph
 7.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle  and Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
40,VHIL_H100_VehFunc_HazardBrake_SpeedBelow10kmph,"combinational behaviour of brake lamp, hazard lamp and ESS signal is ON with rear brakeand hazard pressed state at vehicle running condition","1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS=1%  to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Perform hard braking = 80% for rear wheel [MATLAB variable has to be created]
4.Simulate HIL_Mdl_Cons_Rear_Brake = 1;  Pressed
5.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x2 (Brake not actuated)
 5.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 5.3. Cluster should display: 1st gear and 6kmph
 5.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle and Hazard lamp should ON
 6.5. ABS should publish
a)BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x1(ESS ON)
7.Simulate HIL_Mdl_Cons_APS= 14% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 16kmph
 7.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x2 (Brake not actuated)
 7.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 7.3. 1st gear and 16kmph
 7.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle  and Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
41,VHIL_H100_VehFunc_PanicBraking_ESS_ON_BrakesPressed,Observe the Brakelight when sudden deaccelration is given with HAZARD switch.,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 1st gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS=1%  to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 6kmph
3.Perform hard braking = 80% for rear wheel [MATLAB variable has to be created]
4.Simulate HIL_Mdl_Hazard_SW = 1; Pressed
 4.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x2 (Brake not actuated)
 4.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake  actuated)
 4.3. Cluster should display: 1st gear and 6kmph
 4.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle and Hazard lamp should ON
 4.5. ABS should publish: BUS_ABS_DATA_1_0x450_EMERGENCY_STOP_SIGNAL_ST = 0x1(ESS ON)
5.Simulate HIL_Mdl_Cons_APS= 14% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 16kmph
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS  = 0x2 (Brake not actuated)
 5.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x1 (Brake actuated)
 5.3. Cluster should display: 1st gear and 16kmph
 5.4. Brake lamp should blink 4+/-1 hz with 50% duty cycle  and Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
42,VHIL_H100_VehFunc_PanicBraking_ESS_ON_BrakesNotPressed,Observe the Brakelight when sudden deaccelration is given.,"1. Set Battery Voltage to 13.5V
2. Turn Ignition ON.[HIL_Mdl_Ignition_SW_IP= 1]
3. Crank the vehicle[HIL_Mdl_Engine_Start_SW=1]
4.Simulate HIL_Mdl_GPS = Neutral [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x2]
5.Simulate HIL_Mdl_Cons_APS= 0% to achieve BUS_CLUSTER_QS_CC_TC_SETTING_0x120_DISPLAY_SPEED = 0kmph","1.Simulate HIL_Mdl_GPS = 4th gear [BUS_ENGINE_DATA_1_0x150_GEAR_POSITION =  0x1]
2.Simulate HIL_Mdl_Cons_APS=80%
4.Simulate HIL_Mdl_Cons_Front_Brake = 0; Not Pressed
5.Simulate HIL_Mdl_Cons_Rear_Brake = 0; Not Pressed
 5.1. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_FRONT_VEHICLE_BRAKE_STATUS = 0x2 (Brake not actuated)
 5.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 5.3. Brake lamp should be OFF
 5.4. ABS should publish
6.Simulate HIL_Mdl_Cons_APS=10%
actuated)
 6.2. Check if BUS_CLUSTER_QS_CC_TC_SETTING_0x120_REAR_BRAKE_SWITCH_STATUS  = 0x2 (Brake not actuated)
 6.3. Cluster should display 4th gear
 6.4. Brake lamp should ON and Hazard lamp should be OFF","1. Turn Ignition OFF.[HIL_Mdl_Ignition_SW_IP= 0]
2. Set Battery Voltage to 0V"
